,chip_id,location,datetime,cloudpath,B02_path,B03_path,B04_path,B08_path,label_path,fold
6452,pdov,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdov,/data/train_features/pdov/B02.tif,/data/train_features/pdov/B03.tif,/data/train_features/pdov/B04.tif,/data/train_features/pdov/B08.tif,/data/train_labels/pdov.tif,2
6453,pdox,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdox,/data/train_features/pdox/B02.tif,/data/train_features/pdox/B03.tif,/data/train_features/pdox/B04.tif,/data/train_features/pdox/B08.tif,/data/train_labels/pdox.tif,2
6454,pdql,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdql,/data/train_features/pdql/B02.tif,/data/train_features/pdql/B03.tif,/data/train_features/pdql/B04.tif,/data/train_features/pdql/B08.tif,/data/train_labels/pdql.tif,2
6455,pdqm,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdqm,/data/train_features/pdqm/B02.tif,/data/train_features/pdqm/B03.tif,/data/train_features/pdqm/B04.tif,/data/train_features/pdqm/B08.tif,/data/train_labels/pdqm.tif,2
6456,pdrv,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdrv,/data/train_features/pdrv/B02.tif,/data/train_features/pdrv/B03.tif,/data/train_features/pdrv/B04.tif,/data/train_features/pdrv/B08.tif,/data/train_labels/pdrv.tif,2
6457,pdsx,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdsx,/data/train_features/pdsx/B02.tif,/data/train_features/pdsx/B03.tif,/data/train_features/pdsx/B04.tif,/data/train_features/pdsx/B08.tif,/data/train_labels/pdsx.tif,2
6458,pdtu,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdtu,/data/train_features/pdtu/B02.tif,/data/train_features/pdtu/B03.tif,/data/train_features/pdtu/B04.tif,/data/train_features/pdtu/B08.tif,/data/train_labels/pdtu.tif,2
6459,pdut,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdut,/data/train_features/pdut/B02.tif,/data/train_features/pdut/B03.tif,/data/train_features/pdut/B04.tif,/data/train_features/pdut/B08.tif,/data/train_labels/pdut.tif,2
6460,pdvq,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdvq,/data/train_features/pdvq/B02.tif,/data/train_features/pdvq/B03.tif,/data/train_features/pdvq/B04.tif,/data/train_features/pdvq/B08.tif,/data/train_labels/pdvq.tif,2
6461,pdvz,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdvz,/data/train_features/pdvz/B02.tif,/data/train_features/pdvz/B03.tif,/data/train_features/pdvz/B04.tif,/data/train_features/pdvz/B08.tif,/data/train_labels/pdvz.tif,2
6462,pdwf,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdwf,/data/train_features/pdwf/B02.tif,/data/train_features/pdwf/B03.tif,/data/train_features/pdwf/B04.tif,/data/train_features/pdwf/B08.tif,/data/train_labels/pdwf.tif,2
6463,pdxl,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdxl,/data/train_features/pdxl/B02.tif,/data/train_features/pdxl/B03.tif,/data/train_features/pdxl/B04.tif,/data/train_features/pdxl/B08.tif,/data/train_labels/pdxl.tif,2
6464,pdzk,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pdzk,/data/train_features/pdzk/B02.tif,/data/train_features/pdzk/B03.tif,/data/train_features/pdzk/B04.tif,/data/train_features/pdzk/B08.tif,/data/train_labels/pdzk.tif,2
6465,peal,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peal,/data/train_features/peal/B02.tif,/data/train_features/peal/B03.tif,/data/train_features/peal/B04.tif,/data/train_features/peal/B08.tif,/data/train_labels/peal.tif,2
6466,peap,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peap,/data/train_features/peap/B02.tif,/data/train_features/peap/B03.tif,/data/train_features/peap/B04.tif,/data/train_features/peap/B08.tif,/data/pseudo_labels/peap.tif,2
6467,pecl,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pecl,/data/train_features/pecl/B02.tif,/data/train_features/pecl/B03.tif,/data/train_features/pecl/B04.tif,/data/train_features/pecl/B08.tif,/data/train_labels/pecl.tif,2
6468,pecw,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pecw,/data/train_features/pecw/B02.tif,/data/train_features/pecw/B03.tif,/data/train_features/pecw/B04.tif,/data/train_features/pecw/B08.tif,/data/train_labels/pecw.tif,2
6469,pedq,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pedq,/data/train_features/pedq/B02.tif,/data/train_features/pedq/B03.tif,/data/train_features/pedq/B04.tif,/data/train_features/pedq/B08.tif,/data/train_labels/pedq.tif,2
6470,pedr,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pedr,/data/train_features/pedr/B02.tif,/data/train_features/pedr/B03.tif,/data/train_features/pedr/B04.tif,/data/train_features/pedr/B08.tif,/data/train_labels/pedr.tif,2
6471,peek,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peek,/data/train_features/peek/B02.tif,/data/train_features/peek/B03.tif,/data/train_features/peek/B04.tif,/data/train_features/peek/B08.tif,/data/train_labels/peek.tif,2
6472,pefd,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pefd,/data/train_features/pefd/B02.tif,/data/train_features/pefd/B03.tif,/data/train_features/pefd/B04.tif,/data/train_features/pefd/B08.tif,/data/pseudo_labels/pefd.tif,2
6473,pefi,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pefi,/data/train_features/pefi/B02.tif,/data/train_features/pefi/B03.tif,/data/train_features/pefi/B04.tif,/data/train_features/pefi/B08.tif,/data/pseudo_labels/pefi.tif,2
6474,pefz,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pefz,/data/train_features/pefz/B02.tif,/data/train_features/pefz/B03.tif,/data/train_features/pefz/B04.tif,/data/train_features/pefz/B08.tif,/data/train_labels/pefz.tif,2
6475,pehh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pehh,/data/train_features/pehh/B02.tif,/data/train_features/pehh/B03.tif,/data/train_features/pehh/B04.tif,/data/train_features/pehh/B08.tif,/data/train_labels/pehh.tif,2
6476,peif,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peif,/data/train_features/peif/B02.tif,/data/train_features/peif/B03.tif,/data/train_features/peif/B04.tif,/data/train_features/peif/B08.tif,/data/train_labels/peif.tif,2
6477,peio,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peio,/data/train_features/peio/B02.tif,/data/train_features/peio/B03.tif,/data/train_features/peio/B04.tif,/data/train_features/peio/B08.tif,/data/train_labels/peio.tif,2
6478,pejf,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pejf,/data/train_features/pejf/B02.tif,/data/train_features/pejf/B03.tif,/data/train_features/pejf/B04.tif,/data/train_features/pejf/B08.tif,/data/train_labels/pejf.tif,2
6479,pejq,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pejq,/data/train_features/pejq/B02.tif,/data/train_features/pejq/B03.tif,/data/train_features/pejq/B04.tif,/data/train_features/pejq/B08.tif,/data/train_labels/pejq.tif,2
6480,peki,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peki,/data/train_features/peki/B02.tif,/data/train_features/peki/B03.tif,/data/train_features/peki/B04.tif,/data/train_features/peki/B08.tif,/data/train_labels/peki.tif,2
6481,pekl,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pekl,/data/train_features/pekl/B02.tif,/data/train_features/pekl/B03.tif,/data/train_features/pekl/B04.tif,/data/train_features/pekl/B08.tif,/data/train_labels/pekl.tif,2
6482,pekt,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pekt,/data/train_features/pekt/B02.tif,/data/train_features/pekt/B03.tif,/data/train_features/pekt/B04.tif,/data/train_features/pekt/B08.tif,/data/train_labels/pekt.tif,2
6483,pelr,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pelr,/data/train_features/pelr/B02.tif,/data/train_features/pelr/B03.tif,/data/train_features/pelr/B04.tif,/data/train_features/pelr/B08.tif,/data/pseudo_labels/pelr.tif,2
6484,pemh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pemh,/data/train_features/pemh/B02.tif,/data/train_features/pemh/B03.tif,/data/train_features/pemh/B04.tif,/data/train_features/pemh/B08.tif,/data/train_labels/pemh.tif,2
6485,peno,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peno,/data/train_features/peno/B02.tif,/data/train_features/peno/B03.tif,/data/train_features/peno/B04.tif,/data/train_features/peno/B08.tif,/data/train_labels/peno.tif,2
6486,penu,Lodwar,2020-09-08T08:09:15Z,az://./train_features/penu,/data/train_features/penu/B02.tif,/data/train_features/penu/B03.tif,/data/train_features/penu/B04.tif,/data/train_features/penu/B08.tif,/data/train_labels/penu.tif,2
6487,pepb,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pepb,/data/train_features/pepb/B02.tif,/data/train_features/pepb/B03.tif,/data/train_features/pepb/B04.tif,/data/train_features/pepb/B08.tif,/data/train_labels/pepb.tif,2
6488,peqm,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peqm,/data/train_features/peqm/B02.tif,/data/train_features/peqm/B03.tif,/data/train_features/peqm/B04.tif,/data/train_features/peqm/B08.tif,/data/train_labels/peqm.tif,2
6489,peqy,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peqy,/data/train_features/peqy/B02.tif,/data/train_features/peqy/B03.tif,/data/train_features/peqy/B04.tif,/data/train_features/peqy/B08.tif,/data/train_labels/peqy.tif,2
6490,perr,Lodwar,2020-09-08T08:09:15Z,az://./train_features/perr,/data/train_features/perr/B02.tif,/data/train_features/perr/B03.tif,/data/train_features/perr/B04.tif,/data/train_features/perr/B08.tif,/data/train_labels/perr.tif,2
6491,pesc,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pesc,/data/train_features/pesc/B02.tif,/data/train_features/pesc/B03.tif,/data/train_features/pesc/B04.tif,/data/train_features/pesc/B08.tif,/data/train_labels/pesc.tif,2
6492,pesh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pesh,/data/train_features/pesh/B02.tif,/data/train_features/pesh/B03.tif,/data/train_features/pesh/B04.tif,/data/train_features/pesh/B08.tif,/data/train_labels/pesh.tif,2
6493,pesv,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pesv,/data/train_features/pesv/B02.tif,/data/train_features/pesv/B03.tif,/data/train_features/pesv/B04.tif,/data/train_features/pesv/B08.tif,/data/train_labels/pesv.tif,2
6494,petk,Lodwar,2020-09-08T08:09:15Z,az://./train_features/petk,/data/train_features/petk/B02.tif,/data/train_features/petk/B03.tif,/data/train_features/petk/B04.tif,/data/train_features/petk/B08.tif,/data/train_labels/petk.tif,2
6495,peub,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peub,/data/train_features/peub/B02.tif,/data/train_features/peub/B03.tif,/data/train_features/peub/B04.tif,/data/train_features/peub/B08.tif,/data/train_labels/peub.tif,2
6496,peud,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peud,/data/train_features/peud/B02.tif,/data/train_features/peud/B03.tif,/data/train_features/peud/B04.tif,/data/train_features/peud/B08.tif,/data/train_labels/peud.tif,2
6497,pevb,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pevb,/data/train_features/pevb/B02.tif,/data/train_features/pevb/B03.tif,/data/train_features/pevb/B04.tif,/data/train_features/pevb/B08.tif,/data/train_labels/pevb.tif,2
6498,pevy,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pevy,/data/train_features/pevy/B02.tif,/data/train_features/pevy/B03.tif,/data/train_features/pevy/B04.tif,/data/train_features/pevy/B08.tif,/data/train_labels/pevy.tif,2
6499,pewh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pewh,/data/train_features/pewh/B02.tif,/data/train_features/pewh/B03.tif,/data/train_features/pewh/B04.tif,/data/train_features/pewh/B08.tif,/data/train_labels/pewh.tif,2
6500,pewm,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pewm,/data/train_features/pewm/B02.tif,/data/train_features/pewm/B03.tif,/data/train_features/pewm/B04.tif,/data/train_features/pewm/B08.tif,/data/train_labels/pewm.tif,2
6501,pewq,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pewq,/data/train_features/pewq/B02.tif,/data/train_features/pewq/B03.tif,/data/train_features/pewq/B04.tif,/data/train_features/pewq/B08.tif,/data/train_labels/pewq.tif,2
6502,pexn,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pexn,/data/train_features/pexn/B02.tif,/data/train_features/pexn/B03.tif,/data/train_features/pexn/B04.tif,/data/train_features/pexn/B08.tif,/data/train_labels/pexn.tif,2
6503,peyv,Lodwar,2020-09-08T08:09:15Z,az://./train_features/peyv,/data/train_features/peyv/B02.tif,/data/train_features/peyv/B03.tif,/data/train_features/peyv/B04.tif,/data/train_features/peyv/B08.tif,/data/train_labels/peyv.tif,2
6504,pezm,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pezm,/data/train_features/pezm/B02.tif,/data/train_features/pezm/B03.tif,/data/train_features/pezm/B04.tif,/data/train_features/pezm/B08.tif,/data/train_labels/pezm.tif,2
6505,pezw,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pezw,/data/train_features/pezw/B02.tif,/data/train_features/pezw/B03.tif,/data/train_features/pezw/B04.tif,/data/train_features/pezw/B08.tif,/data/train_labels/pezw.tif,2
6506,pfah,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfah,/data/train_features/pfah/B02.tif,/data/train_features/pfah/B03.tif,/data/train_features/pfah/B04.tif,/data/train_features/pfah/B08.tif,/data/train_labels/pfah.tif,2
6507,pfbh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfbh,/data/train_features/pfbh/B02.tif,/data/train_features/pfbh/B03.tif,/data/train_features/pfbh/B04.tif,/data/train_features/pfbh/B08.tif,/data/pseudo_labels/pfbh.tif,2
6508,pfbp,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfbp,/data/train_features/pfbp/B02.tif,/data/train_features/pfbp/B03.tif,/data/train_features/pfbp/B04.tif,/data/train_features/pfbp/B08.tif,/data/train_labels/pfbp.tif,2
6509,pfcf,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfcf,/data/train_features/pfcf/B02.tif,/data/train_features/pfcf/B03.tif,/data/train_features/pfcf/B04.tif,/data/train_features/pfcf/B08.tif,/data/train_labels/pfcf.tif,2
6510,pfdh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfdh,/data/train_features/pfdh/B02.tif,/data/train_features/pfdh/B03.tif,/data/train_features/pfdh/B04.tif,/data/train_features/pfdh/B08.tif,/data/train_labels/pfdh.tif,2
6511,pfes,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfes,/data/train_features/pfes/B02.tif,/data/train_features/pfes/B03.tif,/data/train_features/pfes/B04.tif,/data/train_features/pfes/B08.tif,/data/train_labels/pfes.tif,2
6512,pfha,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfha,/data/train_features/pfha/B02.tif,/data/train_features/pfha/B03.tif,/data/train_features/pfha/B04.tif,/data/train_features/pfha/B08.tif,/data/pseudo_labels/pfha.tif,2
6513,pfhg,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfhg,/data/train_features/pfhg/B02.tif,/data/train_features/pfhg/B03.tif,/data/train_features/pfhg/B04.tif,/data/train_features/pfhg/B08.tif,/data/train_labels/pfhg.tif,2
6514,pfhv,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfhv,/data/train_features/pfhv/B02.tif,/data/train_features/pfhv/B03.tif,/data/train_features/pfhv/B04.tif,/data/train_features/pfhv/B08.tif,/data/train_labels/pfhv.tif,2
6515,pfju,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfju,/data/train_features/pfju/B02.tif,/data/train_features/pfju/B03.tif,/data/train_features/pfju/B04.tif,/data/train_features/pfju/B08.tif,/data/train_labels/pfju.tif,2
6516,pfmm,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfmm,/data/train_features/pfmm/B02.tif,/data/train_features/pfmm/B03.tif,/data/train_features/pfmm/B04.tif,/data/train_features/pfmm/B08.tif,/data/pseudo_labels/pfmm.tif,2
6517,pfmn,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfmn,/data/train_features/pfmn/B02.tif,/data/train_features/pfmn/B03.tif,/data/train_features/pfmn/B04.tif,/data/train_features/pfmn/B08.tif,/data/train_labels/pfmn.tif,2
6518,pfni,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfni,/data/train_features/pfni/B02.tif,/data/train_features/pfni/B03.tif,/data/train_features/pfni/B04.tif,/data/train_features/pfni/B08.tif,/data/train_labels/pfni.tif,2
6519,pfoa,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfoa,/data/train_features/pfoa/B02.tif,/data/train_features/pfoa/B03.tif,/data/train_features/pfoa/B04.tif,/data/train_features/pfoa/B08.tif,/data/train_labels/pfoa.tif,2
6520,pfoo,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfoo,/data/train_features/pfoo/B02.tif,/data/train_features/pfoo/B03.tif,/data/train_features/pfoo/B04.tif,/data/train_features/pfoo/B08.tif,/data/train_labels/pfoo.tif,2
6521,pfpn,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfpn,/data/train_features/pfpn/B02.tif,/data/train_features/pfpn/B03.tif,/data/train_features/pfpn/B04.tif,/data/train_features/pfpn/B08.tif,/data/train_labels/pfpn.tif,2
6522,pfqb,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfqb,/data/train_features/pfqb/B02.tif,/data/train_features/pfqb/B03.tif,/data/train_features/pfqb/B04.tif,/data/train_features/pfqb/B08.tif,/data/train_labels/pfqb.tif,2
6523,pfse,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfse,/data/train_features/pfse/B02.tif,/data/train_features/pfse/B03.tif,/data/train_features/pfse/B04.tif,/data/train_features/pfse/B08.tif,/data/train_labels/pfse.tif,2
6524,pfsn,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfsn,/data/train_features/pfsn/B02.tif,/data/train_features/pfsn/B03.tif,/data/train_features/pfsn/B04.tif,/data/train_features/pfsn/B08.tif,/data/train_labels/pfsn.tif,2
6525,pfss,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfss,/data/train_features/pfss/B02.tif,/data/train_features/pfss/B03.tif,/data/train_features/pfss/B04.tif,/data/train_features/pfss/B08.tif,/data/train_labels/pfss.tif,2
6526,pftz,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pftz,/data/train_features/pftz/B02.tif,/data/train_features/pftz/B03.tif,/data/train_features/pftz/B04.tif,/data/train_features/pftz/B08.tif,/data/train_labels/pftz.tif,2
6527,pfuk,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfuk,/data/train_features/pfuk/B02.tif,/data/train_features/pfuk/B03.tif,/data/train_features/pfuk/B04.tif,/data/train_features/pfuk/B08.tif,/data/train_labels/pfuk.tif,2
6528,pfvp,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfvp,/data/train_features/pfvp/B02.tif,/data/train_features/pfvp/B03.tif,/data/train_features/pfvp/B04.tif,/data/train_features/pfvp/B08.tif,/data/train_labels/pfvp.tif,2
6529,pfwb,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfwb,/data/train_features/pfwb/B02.tif,/data/train_features/pfwb/B03.tif,/data/train_features/pfwb/B04.tif,/data/train_features/pfwb/B08.tif,/data/train_labels/pfwb.tif,2
6530,pfwj,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfwj,/data/train_features/pfwj/B02.tif,/data/train_features/pfwj/B03.tif,/data/train_features/pfwj/B04.tif,/data/train_features/pfwj/B08.tif,/data/train_labels/pfwj.tif,2
6531,pfxc,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfxc,/data/train_features/pfxc/B02.tif,/data/train_features/pfxc/B03.tif,/data/train_features/pfxc/B04.tif,/data/train_features/pfxc/B08.tif,/data/train_labels/pfxc.tif,2
6532,pfxd,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfxd,/data/train_features/pfxd/B02.tif,/data/train_features/pfxd/B03.tif,/data/train_features/pfxd/B04.tif,/data/train_features/pfxd/B08.tif,/data/train_labels/pfxd.tif,2
6533,pfxm,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfxm,/data/train_features/pfxm/B02.tif,/data/train_features/pfxm/B03.tif,/data/train_features/pfxm/B04.tif,/data/train_features/pfxm/B08.tif,/data/train_labels/pfxm.tif,2
6534,pfyl,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfyl,/data/train_features/pfyl/B02.tif,/data/train_features/pfyl/B03.tif,/data/train_features/pfyl/B04.tif,/data/train_features/pfyl/B08.tif,/data/train_labels/pfyl.tif,2
6535,pfyp,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfyp,/data/train_features/pfyp/B02.tif,/data/train_features/pfyp/B03.tif,/data/train_features/pfyp/B04.tif,/data/train_features/pfyp/B08.tif,/data/train_labels/pfyp.tif,2
6536,pfyt,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pfyt,/data/train_features/pfyt/B02.tif,/data/train_features/pfyt/B03.tif,/data/train_features/pfyt/B04.tif,/data/train_features/pfyt/B08.tif,/data/train_labels/pfyt.tif,2
6537,pgau,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgau,/data/train_features/pgau/B02.tif,/data/train_features/pgau/B03.tif,/data/train_features/pgau/B04.tif,/data/train_features/pgau/B08.tif,/data/train_labels/pgau.tif,2
6538,pgav,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgav,/data/train_features/pgav/B02.tif,/data/train_features/pgav/B03.tif,/data/train_features/pgav/B04.tif,/data/train_features/pgav/B08.tif,/data/train_labels/pgav.tif,2
6539,pgbk,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgbk,/data/train_features/pgbk/B02.tif,/data/train_features/pgbk/B03.tif,/data/train_features/pgbk/B04.tif,/data/train_features/pgbk/B08.tif,/data/train_labels/pgbk.tif,2
6540,pgbw,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgbw,/data/train_features/pgbw/B02.tif,/data/train_features/pgbw/B03.tif,/data/train_features/pgbw/B04.tif,/data/train_features/pgbw/B08.tif,/data/pseudo_labels/pgbw.tif,2
6541,pgby,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgby,/data/train_features/pgby/B02.tif,/data/train_features/pgby/B03.tif,/data/train_features/pgby/B04.tif,/data/train_features/pgby/B08.tif,/data/pseudo_labels/pgby.tif,2
6542,pgcn,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgcn,/data/train_features/pgcn/B02.tif,/data/train_features/pgcn/B03.tif,/data/train_features/pgcn/B04.tif,/data/train_features/pgcn/B08.tif,/data/train_labels/pgcn.tif,2
6543,pgda,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgda,/data/train_features/pgda/B02.tif,/data/train_features/pgda/B03.tif,/data/train_features/pgda/B04.tif,/data/train_features/pgda/B08.tif,/data/train_labels/pgda.tif,2
6544,pgdh,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgdh,/data/train_features/pgdh/B02.tif,/data/train_features/pgdh/B03.tif,/data/train_features/pgdh/B04.tif,/data/train_features/pgdh/B08.tif,/data/pseudo_labels/pgdh.tif,2
6545,pgdi,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgdi,/data/train_features/pgdi/B02.tif,/data/train_features/pgdi/B03.tif,/data/train_features/pgdi/B04.tif,/data/train_features/pgdi/B08.tif,/data/train_labels/pgdi.tif,2
6546,pgei,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgei,/data/train_features/pgei/B02.tif,/data/train_features/pgei/B03.tif,/data/train_features/pgei/B04.tif,/data/train_features/pgei/B08.tif,/data/train_labels/pgei.tif,2
6547,pgfk,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgfk,/data/train_features/pgfk/B02.tif,/data/train_features/pgfk/B03.tif,/data/train_features/pgfk/B04.tif,/data/train_features/pgfk/B08.tif,/data/train_labels/pgfk.tif,2
6548,pggw,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pggw,/data/train_features/pggw/B02.tif,/data/train_features/pggw/B03.tif,/data/train_features/pggw/B04.tif,/data/train_features/pggw/B08.tif,/data/train_labels/pggw.tif,2
6549,pgha,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgha,/data/train_features/pgha/B02.tif,/data/train_features/pgha/B03.tif,/data/train_features/pgha/B04.tif,/data/train_features/pgha/B08.tif,/data/train_labels/pgha.tif,2
6550,pghw,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pghw,/data/train_features/pghw/B02.tif,/data/train_features/pghw/B03.tif,/data/train_features/pghw/B04.tif,/data/train_features/pghw/B08.tif,/data/train_labels/pghw.tif,2
6551,pgig,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgig,/data/train_features/pgig/B02.tif,/data/train_features/pgig/B03.tif,/data/train_features/pgig/B04.tif,/data/train_features/pgig/B08.tif,/data/train_labels/pgig.tif,2
6552,pgiq,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgiq,/data/train_features/pgiq/B02.tif,/data/train_features/pgiq/B03.tif,/data/train_features/pgiq/B04.tif,/data/train_features/pgiq/B08.tif,/data/train_labels/pgiq.tif,2
6553,pgiv,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgiv,/data/train_features/pgiv/B02.tif,/data/train_features/pgiv/B03.tif,/data/train_features/pgiv/B04.tif,/data/train_features/pgiv/B08.tif,/data/pseudo_labels/pgiv.tif,2
6554,pgjw,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgjw,/data/train_features/pgjw/B02.tif,/data/train_features/pgjw/B03.tif,/data/train_features/pgjw/B04.tif,/data/train_features/pgjw/B08.tif,/data/train_labels/pgjw.tif,2
6555,pgjx,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgjx,/data/train_features/pgjx/B02.tif,/data/train_features/pgjx/B03.tif,/data/train_features/pgjx/B04.tif,/data/train_features/pgjx/B08.tif,/data/train_labels/pgjx.tif,2
6556,pgmq,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgmq,/data/train_features/pgmq/B02.tif,/data/train_features/pgmq/B03.tif,/data/train_features/pgmq/B04.tif,/data/train_features/pgmq/B08.tif,/data/pseudo_labels/pgmq.tif,2
6557,pgmt,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgmt,/data/train_features/pgmt/B02.tif,/data/train_features/pgmt/B03.tif,/data/train_features/pgmt/B04.tif,/data/train_features/pgmt/B08.tif,/data/train_labels/pgmt.tif,2
6558,pgne,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgne,/data/train_features/pgne/B02.tif,/data/train_features/pgne/B03.tif,/data/train_features/pgne/B04.tif,/data/train_features/pgne/B08.tif,/data/train_labels/pgne.tif,2
6559,pgoj,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgoj,/data/train_features/pgoj/B02.tif,/data/train_features/pgoj/B03.tif,/data/train_features/pgoj/B04.tif,/data/train_features/pgoj/B08.tif,/data/train_labels/pgoj.tif,2
6560,pgsc,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgsc,/data/train_features/pgsc/B02.tif,/data/train_features/pgsc/B03.tif,/data/train_features/pgsc/B04.tif,/data/train_features/pgsc/B08.tif,/data/pseudo_labels/pgsc.tif,2
6561,pgsl,Lodwar,2020-09-08T08:09:15Z,az://./train_features/pgsl,/data/train_features/pgsl/B02.tif,/data/train_features/pgsl/B03.tif,/data/train_features/pgsl/B04.tif,/data/train_features/pgsl/B08.tif,/data/train_labels/pgsl.tif,2
